Customer ID,Customer Name,City,Country,Year,Quarter,Month,Day,Order ID,Postal Code,Product ID,Product Name,Profit Margin,Region,Segment,Year,Quarter,Month,Day,State,Ship Mode,Sub-Category,Total Customers,Total Orders,Total Profit,Total Sales,Sum of Sales,Count of Row ID,Sum of Quantity,Sum of Profit,Sum of Discount,Category
AA-10375,Allen Armold,New York City,United States,2017,Qtr 4,December,11,CA-2017-100230,10035,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,25,East,Consumer,2017,Qtr 4,December,15,New York,Standard Class,Phones,1,1,29.245,116.98,116.98,1,2,29.245,0,Technology
AA-10375,Allen Armold,Omaha,United States,2015,Qtr 1,February,3,CA-2015-140921,68104,FUR-FU-10003347,Coloredge Poster Frame,39,Central,Consumer,2015,Qtr 1,February,5,Nebraska,First Class,Furnishings,1,1,11.076,28.4,28.4,1,2,11.076,0,Furniture
AA-10375,Allen Armold,Omaha,United States,2015,Qtr 1,February,3,CA-2015-140921,68104,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,34,Central,Consumer,2015,Qtr 1,February,5,Nebraska,First Class,Accessories,1,1,50.9898,149.97,149.97,1,3,50.9898,0,Technology
AA-10375,Allen Armold,Providence,United States,2017,Qtr 3,September,7,US-2017-169488,2908,OFF-PA-10000157,Xerox 191,47,East,Consumer,2017,Qtr 3,September,9,Rhode Island,First Class,Paper,1,1,18.7812,39.96,39.96,1,2,18.7812,0,Office Supplies
AA-10375,Allen Armold,Providence,United States,2017,Qtr 3,September,7,US-2017-169488,2908,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,46,East,Consumer,2017,Qtr 3,September,9,Rhode Island,First Class,Paper,1,1,7.774,16.9,16.9,1,5,7.774,0,Office Supplies
AA-10375,Allen Armold,Rancho Cucamonga,United States,2014,Qtr 4,October,24,CA-2014-130729,91730,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,32.5,West,Consumer,2014,Qtr 4,October,29,California,Standard Class,Binders,1,1,11.1384,34.272,34.272,1,3,11.1384,0.2,Office Supplies
AA-10375,Allen Armold,Salem,United States,2015,Qtr 2,May,8,CA-2015-109939,97301,OFF-AR-10000127,Newell 321,11.25,West,Consumer,2015,Qtr 2,May,12,Oregon,Standard Class,Art,1,1,0.5904,5.248,5.248,1,2,0.5904,0.2,Office Supplies
AA-10480,Andrew Allen,Concord,United States,2017,Qtr 2,April,15,CA-2017-114412,28027,OFF-PA-10002365,Xerox 1967,35,South,Consumer,2017,Qtr 2,April,20,North Carolina,Standard Class,Paper,1,1,5.4432,15.552,15.552,1,3,5.4432,0.2,Office Supplies
AA-10480,Andrew Allen,Detroit,United States,2016,Qtr 3,August,26,CA-2016-114601,48234,FUR-TA-10004147,Hon 4060 Series Tables,22,Central,Consumer,2016,Qtr 3,September,2,Michigan,Standard Class,Tables,1,1,98.5248,447.84,447.84,1,4,98.5248,0,Furniture
AA-10480,Andrew Allen,Detroit,United States,2016,Qtr 3,August,26,CA-2016-114601,48234,OFF-AR-10002578,Newell 335,28.999999999999996,Central,Consumer,2016,Qtr 3,September,2,Michigan,Standard Class,Art,1,1,2.5056,8.64,8.64,1,3,2.5056,0,Office Supplies
AA-10480,Andrew Allen,Detroit,United States,2016,Qtr 3,August,26,CA-2016-114601,48234,OFF-PA-10000605,Xerox 1950,48.99999999999999,Central,Consumer,2016,Qtr 3,September,2,Michigan,Standard Class,Paper,1,1,5.6644,11.56,11.56,1,2,5.6644,0,Office Supplies
AA-10480,Andrew Allen,Detroit,United States,2016,Qtr 3,August,26,CA-2016-114601,48234,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,34,Central,Consumer,2016,Qtr 3,September,2,Michigan,Standard Class,Accessories,1,1,163.1898,479.97,479.97,1,3,163.1898,0,Technology
AA-10480,Andrew Allen,Detroit,United States,2016,Qtr 3,August,26,CA-2016-114601,48234,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,28.000000000000004,Central,Consumer,2016,Qtr 3,September,2,Michigan,Standard Class,Phones,1,1,58.7916,209.97,209.97,1,3,58.7916,0,Technology
AA-10480,Andrew Allen,Middletown,United States,2014,Qtr 2,May,4,CA-2014-155271,6457,FUR-FU-10001473,DAX Wood Document Frame,36,East,Consumer,2014,Qtr 2,May,4,Connecticut,Same Day,Furnishings,1,1,9.8856,27.46,27.46,1,2,9.8856,0,Furniture
AA-10480,Andrew Allen,Springfield,United States,2016,Qtr 3,July,17,CA-2016-121671,65807,OFF-PA-10001471,Strathmore Photo Frame Cards,46,Central,Consumer,2016,Qtr 3,July,22,Missouri,Standard Class,Paper,1,1,10.0878,21.93,21.93,1,3,10.0878,0,Office Supplies
AA-10480,Andrew Allen,Springfield,United States,2016,Qtr 3,July,17,CA-2016-121671,65807,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",49,Central,Consumer,2016,Qtr 3,July,22,Missouri,Standard Class,Paper,1,1,3.7436,7.64,7.64,1,1,3.7436,0,Office Supplies
AA-10480,Andrew Allen,Springfield,United States,2016,Qtr 3,July,17,CA-2016-121671,65807,OFF-PA-10001934,Xerox 1993,48.99999999999999,Central,Consumer,2016,Qtr 3,July,22,Missouri,Standard Class,Paper,1,1,25.4016,51.84,51.84,1,8,25.4016,0,Office Supplies
AA-10480,Andrew Allen,Springfield,United States,2016,Qtr 3,July,17,CA-2016-121671,65807,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,18,Central,Consumer,2016,Qtr 3,July,22,Missouri,Standard Class,Storage,1,1,47.7306,265.17,265.17,1,1,47.7306,0,Office Supplies
AA-10480,Andrew Allen,Springfield,United States,2016,Qtr 3,July,17,CA-2016-121671,65807,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",1.9999999999999998,Central,Consumer,2016,Qtr 3,July,22,Missouri,Standard Class,Storage,1,1,4.8588,242.94,242.94,1,3,4.8588,0,Office Supplies
AA-10645,Anna Andreadi,Chester,United States,2014,Qtr 2,June,22,CA-2014-154963,19013,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0,East,Consumer,2014,Qtr 2,June,27,Pennsylvania,Standard Class,Chairs,1,1,0,853.93,853.93,1,5,0,0.3,Furniture
AA-10645,Anna Andreadi,Chester,United States,2014,Qtr 2,June,22,CA-2014-154963,19013,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",-2.857142857142857,East,Consumer,2014,Qtr 2,June,27,Pennsylvania,Standard Class,Chairs,1,1,-4.8588,170.058,170.058,1,3,-4.8588,0.3,Furniture
AA-10645,Anna Andreadi,Chester,United States,2014,Qtr 2,June,22,CA-2014-154963,19013,TEC-PH-10004093,Panasonic Kx-TS550,-18.333333333333336,East,Consumer,2014,Qtr 2,June,27,Pennsylvania,Standard Class,Phones,1,1,-15.1767,82.782,82.782,1,3,-15.1767,0.4,Technology
AA-10645,Anna Andreadi,Georgetown,United States,2016,Qtr 3,September,4,CA-2016-131205,40324,FUR-FU-10003347,Coloredge Poster Frame,39,South,Consumer,2016,Qtr 3,September,8,Kentucky,Standard Class,Furnishings,1,1,16.614,42.6,42.6,1,3,16.614,0,Furniture
AA-10645,Anna Andreadi,Georgetown,United States,2016,Qtr 3,September,4,CA-2016-131205,40324,OFF-AR-10003469,Nontoxic Chalk,48.00000000000001,South,Consumer,2016,Qtr 3,September,8,Kentucky,Standard Class,Art,1,1,2.5344,5.28,5.28,1,3,2.5344,0,Office Supplies
AA-10645,Anna Andreadi,Georgetown,United States,2016,Qtr 3,September,4,CA-2016-131205,40324,OFF-BI-10000315,Poly Designer Cover & Back,48.00000000000001,South,Consumer,2016,Qtr 3,September,8,Kentucky,Standard Class,Binders,1,1,54.6912,113.94,113.94,1,6,54.6912,0,Office Supplies
AA-10645,Anna Andreadi,Georgetown,United States,2016,Qtr 3,September,4,CA-2016-131205,40324,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,4,South,Consumer,2016,Qtr 3,September,8,Kentucky,Standard Class,Storage,1,1,5.1968,129.92,129.92,1,4,5.1968,0,Office Supplies
AA-10645,Anna Andreadi,Lowell,United States,2014,Qtr 4,December,1,CA-2014-143210,1852,FUR-FU-10002268,Ultra Door Push Plate,33,East,Consumer,2014,Qtr 4,December,3,Massachusetts,First Class,Furnishings,1,1,3.2406,9.82,9.82,1,2,3.2406,0,Furniture
AA-10645,Anna Andreadi,Lowell,United States,2014,Qtr 4,December,1,CA-2014-143210,1852,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",34,East,Consumer,2014,Qtr 4,December,3,Massachusetts,First Class,Furnishings,1,1,15.5856,45.84,45.84,1,3,15.5856,0,Furniture
AA-10645,Anna Andreadi,Lowell,United States,2014,Qtr 4,December,1,CA-2014-143210,1852,TEC-PH-10004434,Cisco IP Phone 7961G VoIP phone - Dark gray,29.000000000000004,East,Consumer,2014,Qtr 4,December,3,Massachusetts,First Class,Phones,1,1,78.851,271.9,271.9,1,2,78.851,0,Technology
AA-10645,Anna Andreadi,Oklahoma City,United States,2015,Qtr 4,November,17,CA-2015-110863,73120,FUR-CH-10002073,Hon Olson Stacker Chairs,28.999999999999996,Central,Consumer,2015,Qtr 4,November,24,Oklahoma,Standard Class,Chairs,1,1,383.931,1323.9,1323.9,1,5,383.931,0,Furniture
AA-10645,Anna Andreadi,Oklahoma City,United States,2015,Qtr 4,November,17,CA-2015-110863,73120,OFF-PA-10000474,Easy-staple paper,47,Central,Consumer,2015,Qtr 4,November,24,Oklahoma,Standard Class,Paper,1,1,49.9704,106.32,106.32,1,3,49.9704,0,Office Supplies
AA-10645,Anna Andreadi,Oklahoma City,United States,2015,Qtr 4,November,17,CA-2015-110863,73120,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1,Central,Consumer,2015,Qtr 4,November,24,Oklahoma,Standard Class,Storage,1,1,5.4124,541.24,541.24,1,4,5.4124,0,Office Supplies
AA-10645,Anna Andreadi,San Diego,United States,2017,Qtr 4,November,5,CA-2017-157196,92105,OFF-PA-10003172,Xerox 1996,47.99999999999999,West,Consumer,2017,Qtr 4,November,9,California,Standard Class,Paper,1,1,6.2208,12.96,12.96,1,2,6.2208,0,Office Supplies
AA-10645,Anna Andreadi,San Francisco,United States,2016,Qtr 3,July,4,CA-2016-147137,94109,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",17.647058823529413,West,Consumer,2016,Qtr 3,July,6,California,First Class,Bookcases,1,1,225.735,1279.165,1279.165,1,5,225.735,0.15,Furniture
AA-10645,Anna Andreadi,San Francisco,United States,2016,Qtr 3,July,4,CA-2016-147137,94109,FUR-FU-10000221,"Master Caster Door Stop, Brown",34,West,Consumer,2016,Qtr 3,July,6,California,First Class,Furnishings,1,1,8.636,25.4,25.4,1,5,8.636,0,Furniture
AA-10645,Anna Andreadi,San Francisco,United States,2016,Qtr 3,July,4,CA-2016-147137,94109,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",47,West,Consumer,2016,Qtr 3,July,6,California,First Class,Envelopes,1,1,20.6612,43.96,43.96,1,2,20.6612,0,Office Supplies
AA-10645,Anna Andreadi,San Francisco,United States,2016,Qtr 3,July,4,CA-2016-147137,94109,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,2,West,Consumer,2016,Qtr 3,July,6,California,First Class,Storage,1,1,0.5584,27.92,27.92,1,4,0.5584,0,Office Supplies
AB-10015,Aaron Bergman,Arlington,United States,2014,Qtr 1,February,18,CA-2014-152905,76017,OFF-ST-10000321,Akro Stacking Bins,-20,Central,Consumer,2014,Qtr 1,February,24,Texas,Standard Class,Storage,1,1,-2.5248,12.624,12.624,1,2,-2.5248,0.2,Office Supplies
AB-10015,Aaron Bergman,Oklahoma City,United States,2016,Qtr 4,November,10,CA-2016-140935,73120,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",16,Central,Consumer,2016,Qtr 4,November,12,Oklahoma,First Class,Bookcases,1,1,54.7136,341.96,341.96,1,2,54.7136,0,Furniture
AB-10015,Aaron Bergman,Oklahoma City,United States,2016,Qtr 4,November,10,CA-2016-140935,73120,TEC-PH-10000562,Samsung Convoy 3,28.000000000000004,Central,Consumer,2016,Qtr 4,November,12,Oklahoma,First Class,Phones,1,1,62.1544,221.98,221.98,1,2,62.1544,0,Technology
AB-10015,Aaron Bergman,Seattle,United States,2014,Qtr 1,March,7,CA-2014-156587,98103,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",11.25,West,Consumer,2014,Qtr 1,March,8,Washington,First Class,Chairs,1,1,5.4801,48.712,48.712,1,1,5.4801,0.2,Furniture
AB-10015,Aaron Bergman,Seattle,United States,2014,Qtr 1,March,7,CA-2014-156587,98103,OFF-AR-10001427,Newell 330,25.999999999999996,West,Consumer,2014,Qtr 1,March,8,Washington,First Class,Art,1,1,4.6644,17.94,17.94,1,3,4.6644,0,Office Supplies
AB-10015,Aaron Bergman,Seattle,United States,2014,Qtr 1,March,7,CA-2014-156587,98103,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",1.9999999999999998,West,Consumer,2014,Qtr 1,March,8,Washington,First Class,Storage,1,1,4.8588,242.94,242.94,1,3,4.8588,0,Office Supplies
AB-10060,Adam Bellavance,Concord,United States,2016,Qtr 3,August,29,CA-2016-161207,3301,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,29.000000000000004,East,Home Office,2016,Qtr 3,September,3,New Hampshire,Standard Class,Supplies,1,1,8.0997,27.93,27.93,1,3,8.0997,0,Office Supplies
AB-10060,Adam Bellavance,Des Moines,United States,2015,Qtr 3,September,18,CA-2015-150511,98198,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",47.00000000000001,West,Home Office,2015,Qtr 3,September,24,Washington,Standard Class,Paper,1,1,8.7138,18.54,18.54,1,2,8.7138,0,Office Supplies
AB-10060,Adam Bellavance,Greenwood,United States,2017,Qtr 4,November,5,CA-2017-118213,46142,OFF-PA-10000565,Easy-staple paper,49,Central,Home Office,2017,Qtr 4,November,7,Indiana,First Class,Paper,1,1,82.2906,167.94,167.94,1,3,82.2906,0,Office Supplies
AB-10060,Adam Bellavance,Greenwood,United States,2017,Qtr 4,November,5,CA-2017-118213,46142,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",46,Central,Home Office,2017,Qtr 4,November,7,Indiana,First Class,Paper,1,1,2.0286,4.41,4.41,1,1,2.0286,0,Office Supplies
AB-10060,Adam Bellavance,Greenwood,United States,2017,Qtr 4,November,5,CA-2017-118213,46142,OFF-PA-10003673,Strathmore Photo Mount Cards,46,Central,Home Office,2017,Qtr 4,November,7,Indiana,First Class,Paper,1,1,31.188,67.8,67.8,1,10,31.188,0,Office Supplies
AB-10060,Adam Bellavance,Los Angeles,United States,2017,Qtr 2,May,7,CA-2017-159688,90004,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,36,West,Home Office,2017,Qtr 2,May,12,California,Standard Class,Accessories,1,1,28.7964,79.99,79.99,1,1,28.7964,0,Technology
AB-10060,Adam Bellavance,New York City,United States,2016,Qtr 3,September,1,CA-2016-129714,10009,OFF-BI-10002160,Acco Hanging Data Binders,35,East,Home Office,2016,Qtr 3,September,3,New York,First Class,Binders,1,1,1.0668,3.048,3.048,1,1,1.0668,0.2,Office Supplies
AB-10060,Adam Bellavance,New York City,United States,2016,Qtr 3,September,1,CA-2016-129714,10009,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,32.5,East,Home Office,2016,Qtr 3,September,3,New York,First Class,Binders,1,1,1415.4296,4355.168,4355.168,1,4,1415.4296,0.2,Office Supplies
AB-10060,Adam Bellavance,New York City,United States,2016,Qtr 3,September,1,CA-2016-129714,10009,OFF-PA-10001970,Xerox 1881,47,East,Home Office,2016,Qtr 3,September,3,New York,First Class,Paper,1,1,34.6296,73.68,73.68,2,6,34.6296,0,Office Supplies
AB-10060,Adam Bellavance,New York City,United States,2016,Qtr 3,September,1,CA-2016-129714,10009,TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,34,East,Home Office,2016,Qtr 3,September,3,New York,First Class,Accessories,1,1,2.3086,6.79,6.79,1,1,2.3086,0,Technology
AB-10060,Adam Bellavance,Philadelphia,United States,2017,Qtr 3,September,16,CA-2017-134173,19143,OFF-PA-10004355,Xerox 231,35,East,Home Office,2017,Qtr 3,September,21,Pennsylvania,Standard Class,Paper,1,1,7.2576,20.736,20.736,1,4,7.2576,0.2,Office Supplies
AB-10060,Adam Bellavance,Seattle,United States,2017,Qtr 4,November,6,CA-2017-107174,98105,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-16.25,West,Home Office,2017,Qtr 4,November,13,Washington,Standard Class,Chairs,1,1,-73.0548,449.568,449.568,1,2,-73.0548,0.2,Furniture
AB-10060,Adam Bellavance,Seattle,United States,2017,Qtr 4,November,6,CA-2017-107174,98105,FUR-TA-10004575,Hon 5100 Series Wood Tables,18,West,Home Office,2017,Qtr 4,November,13,Washington,Standard Class,Tables,1,1,366.6348,2036.86,2036.86,1,7,366.6348,0,Furniture
AB-10060,Adam Bellavance,Seattle,United States,2017,Qtr 4,November,6,CA-2017-107174,98105,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,30.000000000000004,West,Home Office,2017,Qtr 4,November,13,Washington,Standard Class,Accessories,1,1,32.688,108.96,108.96,1,3,32.688,0,Technology
AB-10060,Adam Bellavance,Waynesboro,United States,2016,Qtr 1,March,13,US-2016-108637,22980,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",32,South,Home Office,2016,Qtr 1,March,18,Virginia,Standard Class,Furnishings,1,1,40.9216,127.88,127.88,1,2,40.9216,0,Furniture
AB-10060,Adam Bellavance,Waynesboro,United States,2016,Qtr 1,March,13,US-2016-108637,22980,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",28.000000000000004,South,Home Office,2016,Qtr 1,March,18,Virginia,Standard Class,Appliances,1,1,44.8896,160.32,160.32,1,2,44.8896,0,Office Supplies
AB-10060,Adam Bellavance,Waynesboro,United States,2016,Qtr 1,March,13,US-2016-108637,22980,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,45,South,Home Office,2016,Qtr 1,March,18,Virginia,Standard Class,Binders,1,1,20.7,46,46,1,4,20.7,0,Office Supplies
AB-10105,Adrian Barton,Bloomington,United States,2017,Qtr 3,August,3,CA-2017-140781,61701,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,18.749999999999996,Central,Consumer,2017,Qtr 3,August,7,Illinois,Standard Class,Accessories,1,1,7.4655,39.816,39.816,1,3,7.4655,0.2,Technology
AB-10105,Adrian Barton,Detroit,United States,2016,Qtr 4,December,17,CA-2016-117121,48205,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,50,Central,Consumer,2016,Qtr 4,December,21,Michigan,Standard Class,Binders,1,1,4946.37,9892.74,9892.74,1,13,4946.37,0,Office Supplies
AB-10105,Adrian Barton,Henderson,United States,2017,Qtr 4,November,19,CA-2017-101042,42420,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",26,South,Consumer,2017,Qtr 4,November,23,Kentucky,Standard Class,Furnishings,1,1,213.6888,821.88,821.88,1,6,213.6888,0,Furniture
AB-10105,Adrian Barton,Henderson,United States,2017,Qtr 4,November,19,CA-2017-101042,42420,OFF-BI-10000088,GBC Imprintable Covers,49,South,Consumer,2017,Qtr 4,November,23,Kentucky,Standard Class,Binders,1,1,10.7604,21.96,21.96,1,2,10.7604,0,Office Supplies
AB-10105,Adrian Barton,Houston,United States,2015,Qtr 4,November,7,CA-2015-163181,77041,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,-130,Central,Consumer,2015,Qtr 4,November,12,Texas,Standard Class,Furnishings,1,1,-84.448,64.96,64.96,1,5,-84.448,0.6,Furniture
AB-10105,Adrian Barton,Houston,United States,2015,Qtr 4,November,7,CA-2015-163181,77041,OFF-AR-10001683,Lumber Crayons,22.5,Central,Consumer,2015,Qtr 4,November,12,Texas,Standard Class,Art,1,1,5.319,23.64,23.64,1,3,5.319,0.2,Office Supplies
AB-10105,Adrian Barton,Houston,United States,2015,Qtr 4,November,7,CA-2015-163181,77041,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,-160,Central,Consumer,2015,Qtr 4,November,12,Texas,Standard Class,Binders,1,1,-51.296,32.06,32.06,1,10,-51.296,0.8,Office Supplies
AB-10105,Adrian Barton,Houston,United States,2015,Qtr 4,November,7,CA-2015-163181,77041,OFF-ST-10000129,Fellowes Recycled Storage Drawers,-16.25,Central,Consumer,2015,Qtr 4,November,12,Texas,Standard Class,Storage,1,1,-28.8678,177.648,177.648,1,2,-28.8678,0.2,Office Supplies
AB-10105,Adrian Barton,Houston,United States,2015,Qtr 4,November,7,CA-2015-163181,77041,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-20,Central,Consumer,2015,Qtr 4,November,12,Texas,Standard Class,Storage,1,1,-16.9568,84.784,84.784,1,2,-16.9568,0.2,Office Supplies
